locus_tag	ftype	length_bp	gene	EC_number	COG	product
OPPBIMDH_00379	CDS	1914	sdhA	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
OPPBIMDH_00380	CDS	1107				hypothetical protein
OPPBIMDH_00381	CDS	387	mutT2	3.6.1.55	COG0494	Putative 8-oxo-dGTP diphosphatase 2
OPPBIMDH_00382	CDS	309				hypothetical protein
OPPBIMDH_00383	CDS	363				hypothetical protein
OPPBIMDH_00384	CDS	714				hypothetical protein
OPPBIMDH_00385	CDS	732	cypM	2.1.1.301		Cypemycin N-terminal methyltransferase
OPPBIMDH_00386	CDS	492				hypothetical protein
OPPBIMDH_00387	CDS	453				hypothetical protein
OPPBIMDH_00388	CDS	564	yyaP_1		COG0262	putative protein YyaP
OPPBIMDH_00389	CDS	531				hypothetical protein
OPPBIMDH_00390	CDS	303				hypothetical protein
OPPBIMDH_00391	CDS	699				hypothetical protein
OPPBIMDH_00392	CDS	1086	ychF		COG0012	Ribosome-binding ATPase YchF
OPPBIMDH_00393	CDS	747				hypothetical protein
OPPBIMDH_00394	CDS	498				hypothetical protein
OPPBIMDH_00395	CDS	1116				hypothetical protein
OPPBIMDH_00396	CDS	1452	alkA		COG0122	putative bifunctional transcriptional activator/DNA repair enzyme AlkA
OPPBIMDH_00397	CDS	513	ogt_1	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
OPPBIMDH_00398	CDS	1821		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
OPPBIMDH_00399	CDS	1923		3.6.3.-		Multidrug efflux ATP-binding/permease protein
OPPBIMDH_00400	CDS	2613	valS_1	6.1.1.9	COG0525	Valine--tRNA ligase
OPPBIMDH_00401	CDS	474				hypothetical protein
OPPBIMDH_00402	CDS	711				hypothetical protein
OPPBIMDH_00403	CDS	960	bcrA_1			Bacitracin transport ATP-binding protein BcrA
OPPBIMDH_00404	CDS	879				hypothetical protein
OPPBIMDH_00405	CDS	915	yxlF	3.6.3.-	COG1131	putative ABC transporter ATP-binding protein YxlF
OPPBIMDH_00406	CDS	1530	sat/cysC		COG0529	putative bifunctional SAT/APS kinase
OPPBIMDH_00407	CDS	789	srlR_1		COG1349	Glucitol operon repressor
OPPBIMDH_00408	CDS	1074	galT	2.7.7.12	COG1085	Galactose-1-phosphate uridylyltransferase
OPPBIMDH_00409	CDS	1218	icd	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
OPPBIMDH_00410	CDS	768				hypothetical protein
OPPBIMDH_00411	CDS	288				hypothetical protein
OPPBIMDH_00412	CDS	951	mdh	1.1.1.37		Malate dehydrogenase
OPPBIMDH_00413	CDS	864	folD_1		COG0190	Bifunctional protein FolD protein
OPPBIMDH_00414	CDS	1599	oppA_1		COG4166	Oligopeptide-binding protein OppA
OPPBIMDH_00415	CDS	939	dppB_2		COG0601	Dipeptide transport system permease protein DppB
OPPBIMDH_00416	CDS	957	dppC_1		COG1173	Dipeptide transport system permease protein DppC
OPPBIMDH_00417	CDS	1038	oppD_2		COG0444	Oligopeptide transport ATP-binding protein OppD
OPPBIMDH_00418	CDS	1029	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
OPPBIMDH_00419	CDS	450				hypothetical protein
OPPBIMDH_00420	CDS	1575	purH		COG0138	Bifunctional purine biosynthesis protein PurH
OPPBIMDH_00421	CDS	621	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
OPPBIMDH_00422	CDS	294				hypothetical protein
OPPBIMDH_00423	CDS	555				hypothetical protein
OPPBIMDH_00424	CDS	1287				hypothetical protein
OPPBIMDH_00425	CDS	270				hypothetical protein
OPPBIMDH_00426	CDS	888	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
OPPBIMDH_00427	CDS	1179	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
OPPBIMDH_00428	CDS	405	mcm_1	5.4.99.2	COG1884	Methylmalonyl-CoA mutase
OPPBIMDH_00429	CDS	711				hypothetical protein
OPPBIMDH_00430	CDS	777				hypothetical protein
OPPBIMDH_00431	CDS	2412	uvrD1	3.6.4.12	COG0210	ATP-dependent DNA helicase UvrD1
OPPBIMDH_00432	CDS	348				hypothetical protein
OPPBIMDH_00433	CDS	1017	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
OPPBIMDH_00434	CDS	1029	oppD_3		COG0444	Oligopeptide transport ATP-binding protein OppD
OPPBIMDH_00435	CDS	984	oppC_2		COG1173	Oligopeptide transport system permease protein OppC
OPPBIMDH_00436	CDS	927	oppB		COG0601	Oligopeptide transport system permease protein OppB
OPPBIMDH_00437	CDS	1644	oppA_2		COG4166	Oligopeptide-binding protein OppA
OPPBIMDH_00438	CDS	678	vraR_2			Response regulator protein VraR
OPPBIMDH_00439	CDS	1182				hypothetical protein
OPPBIMDH_00440	CDS	1842				hypothetical protein
OPPBIMDH_00441	CDS	420				hypothetical protein
OPPBIMDH_00442	CDS	1248	psd	4.1.1.65		Phosphatidylserine decarboxylase proenzyme
OPPBIMDH_00443	CDS	915				hypothetical protein
OPPBIMDH_00444	CDS	912	rppH_1	3.6.1.-		RNA pyrophosphohydrolase
OPPBIMDH_00445	CDS	879	rppH_2	3.6.1.-		RNA pyrophosphohydrolase
OPPBIMDH_00446	CDS	345				hypothetical protein
OPPBIMDH_00447	CDS	1557	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
OPPBIMDH_00448	CDS	1683	choD	1.1.3.6	COG2303	Cholesterol oxidase
OPPBIMDH_00449	CDS	1104	tagU_2	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
OPPBIMDH_00450	CDS	1458				hypothetical protein
OPPBIMDH_00451	CDS	1398				hypothetical protein
OPPBIMDH_00452	CDS	1119		1.-.-.-	COG0516	putative oxidoreductase/MSMEI_1564
OPPBIMDH_00453	CDS	1563	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
OPPBIMDH_00454	CDS	405				putative protein
OPPBIMDH_00455	CDS	819				hypothetical protein
OPPBIMDH_00456	CDS	384	whiB_3			Transcriptional regulator WhiB
OPPBIMDH_00457	CDS	1671	msrP_1	1.8.5.-		Protein-methionine-sulfoxide reductase catalytic subunit MsrP
OPPBIMDH_00458	CDS	1644	groL1			60 kDa chaperonin 1
OPPBIMDH_00459	CDS	309	groS_1		COG0234	10 kDa chaperonin
OPPBIMDH_00460	CDS	1233				hypothetical protein
OPPBIMDH_00461	CDS	480	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
OPPBIMDH_00462	CDS	1104	xylF		COG4213	D-xylose-binding periplasmic protein
OPPBIMDH_00463	CDS	813	frcA	7.5.2.-	COG1129	Fructose import ATP-binding protein FrcA
OPPBIMDH_00464	CDS	1260	xylH_1		COG4214	Xylose transport system permease protein XylH
OPPBIMDH_00465	CDS	1188	mlc_2		COG1940	Protein mlc
OPPBIMDH_00466	CDS	738				hypothetical protein
OPPBIMDH_00467	CDS	1749	yheH	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheH
OPPBIMDH_00468	CDS	1707				hypothetical protein
OPPBIMDH_00469	CDS	255				hypothetical protein
OPPBIMDH_00470	CDS	1047	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
OPPBIMDH_00471	CDS	444	rimI	2.3.1.255	COG0456	N-alpha-acetyltransferase RimI
OPPBIMDH_00472	CDS	678			COG1214	putative protein
OPPBIMDH_00473	CDS	729				hypothetical protein
OPPBIMDH_00474	CDS	702	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
OPPBIMDH_00475	CDS	483	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
OPPBIMDH_00476	CDS	1086	rutD_1	3.5.1.-		Putative aminoacrylate hydrolase RutD
OPPBIMDH_00477	CDS	1119	alr	5.1.1.1	COG0787	Alanine racemase
OPPBIMDH_00478	CDS	1419	nnr_1		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
OPPBIMDH_00479	CDS	303				hypothetical protein
OPPBIMDH_00480	CDS	1620				hypothetical protein
OPPBIMDH_00481	CDS	1914	glmS_2	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
OPPBIMDH_00482	CDS	975				hypothetical protein
OPPBIMDH_00483	CDS	1188	dapC	2.6.1.17	COG0436	putative N-succinyldiaminopimelate aminotransferase DapC
OPPBIMDH_00484	CDS	1107				hypothetical protein
OPPBIMDH_00485	CDS	1356	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
OPPBIMDH_00486	CDS	465	rpsI		COG0103	30S ribosomal protein S9
OPPBIMDH_00487	CDS	444	rplM		COG0102	50S ribosomal protein L13
OPPBIMDH_00488	CDS	1368	narK		COG2223	Nitrate/nitrite transporter NarK
OPPBIMDH_00489	CDS	294				hypothetical protein
OPPBIMDH_00490	CDS	276				hypothetical protein
OPPBIMDH_00491	CDS	696	cmoA	2.1.3.-		Carboxy-S-adenosyl-L-methionine synthase
OPPBIMDH_00492	CDS	2022	nasC	1.7.-.-	COG0243	Assimilatory nitrate reductase catalytic subunit
OPPBIMDH_00493	CDS	1473	nasD_1	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
OPPBIMDH_00494	CDS	2526	nasD_2	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
OPPBIMDH_00495	CDS	348	nirD	1.7.1.15	COG2146	Nitrite reductase (NADH) small subunit
OPPBIMDH_00496	CDS	1089				hypothetical protein
OPPBIMDH_00497	CDS	618				hypothetical protein
OPPBIMDH_00498	CDS	363				hypothetical protein
OPPBIMDH_00499	CDS	408			COG2018	Serine protease inhibitor
OPPBIMDH_00500	CDS	3054				hypothetical protein
OPPBIMDH_00501	CDS	1182				hypothetical protein
OPPBIMDH_00502	CDS	831				hypothetical protein
OPPBIMDH_00503	CDS	1029				hypothetical protein
OPPBIMDH_00504	CDS	783	cmpD	3.6.3.-		Bicarbonate transport ATP-binding protein CmpD
OPPBIMDH_00505	CDS	951	fgd_1	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
OPPBIMDH_00506	CDS	309				hypothetical protein
OPPBIMDH_00507	CDS	2610				hypothetical protein
OPPBIMDH_00508	CDS	1593	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
OPPBIMDH_00509	CDS	789	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
OPPBIMDH_00510	CDS	561	thiE_1	2.5.1.3		Thiamine-phosphate synthase
OPPBIMDH_00511	CDS	774	thiG	2.8.1.10	COG2022	Thiazole synthase
OPPBIMDH_00512	CDS	201	thiS		COG2104	Sulfur carrier protein ThiS
OPPBIMDH_00513	CDS	1071	hcnC_1	1.4.99.5	COG0665	Hydrogen cyanide synthase subunit HcnC
OPPBIMDH_00514	CDS	627	thiE_2	2.5.1.3	COG0352	Thiamine-phosphate synthase
OPPBIMDH_00515	CDS	912				hypothetical protein
OPPBIMDH_00516	CDS	945	yajO_1	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
OPPBIMDH_00517	CDS	807				hypothetical protein
OPPBIMDH_00518	CDS	1680	ybiT_1		COG0488	putative ABC transporter ATP-binding protein YbiT
OPPBIMDH_00519	CDS	672	rsmC	2.1.1.172		Ribosomal RNA small subunit methyltransferase C
OPPBIMDH_00520	CDS	1206				hypothetical protein
OPPBIMDH_00521	CDS	834	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
OPPBIMDH_00522	CDS	561				hypothetical protein
OPPBIMDH_00523	CDS	1023	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
OPPBIMDH_00524	CDS	627	rpsD_1		COG0522	30S ribosomal protein S4
OPPBIMDH_00525	CDS	408	rpsK		COG0100	30S ribosomal protein S11
OPPBIMDH_00526	CDS	381	rpsM		COG0099	30S ribosomal protein S13
OPPBIMDH_00527	CDS	114	rpmJ		COG0257	50S ribosomal protein L36
OPPBIMDH_00528	CDS	222	infA		COG0361	Translation initiation factor IF-1
OPPBIMDH_00529	CDS	102				hypothetical protein
OPPBIMDH_00530	CDS	528				hypothetical protein
OPPBIMDH_00531	CDS	852		3.4.11.18		Methionine aminopeptidase 1, mitochondrial
OPPBIMDH_00532	CDS	654	adk_1	2.7.4.3		Adenylate kinase
OPPBIMDH_00533	CDS	1329	secY		COG0201	Protein translocase subunit SecY
OPPBIMDH_00534	CDS	444	rplO		COG0200	50S ribosomal protein L15
OPPBIMDH_00535	CDS	183	rpmD		COG1841	50S ribosomal protein L30
OPPBIMDH_00536	CDS	615	rpsE		COG0098	30S ribosomal protein S5
OPPBIMDH_00537	CDS	390	rplR		COG0256	50S ribosomal protein L18
OPPBIMDH_00538	CDS	543	rplF		COG0097	50S ribosomal protein L6
OPPBIMDH_00539	CDS	408	rpsH		COG0096	30S ribosomal protein S8
OPPBIMDH_00540	CDS	186	rpsZ		COG0199	30S ribosomal protein S14 type Z
OPPBIMDH_00541	CDS	570	rplE		COG0094	50S ribosomal protein L5
OPPBIMDH_00542	CDS	321	rplX		COG0198	50S ribosomal protein L24
OPPBIMDH_00543	CDS	369	rplN		COG0093	50S ribosomal protein L14
OPPBIMDH_00544	CDS	276	rpsQ		COG0186	30S ribosomal protein S17
OPPBIMDH_00545	CDS	237	rpmC		COG0255	50S ribosomal protein L29
OPPBIMDH_00546	CDS	426	rplP		COG0197	50S ribosomal protein L16
OPPBIMDH_00547	CDS	873	rpsC		COG0092	30S ribosomal protein S3
OPPBIMDH_00548	CDS	450				hypothetical protein
OPPBIMDH_00549	CDS	282	rpsS		COG0185	30S ribosomal protein S19
OPPBIMDH_00550	CDS	840	rplB		COG0090	50S ribosomal protein L2
OPPBIMDH_00551	CDS	303	rplW		COG0089	50S ribosomal protein L23
OPPBIMDH_00552	CDS	666	rplD		COG0088	50S ribosomal protein L4
OPPBIMDH_00553	CDS	666	rplC		COG0087	50S ribosomal protein L3
OPPBIMDH_00554	CDS	309	rpsJ		COG0051	30S ribosomal protein S10
OPPBIMDH_00555	CDS	1194	tuf		COG0050	Elongation factor Tu
OPPBIMDH_00556	CDS	2097	fusA		COG0480	Elongation factor G
OPPBIMDH_00557	CDS	471	rpsG		COG0049	30S ribosomal protein S7
OPPBIMDH_00558	CDS	375	rpsL		COG0048	30S ribosomal protein S12
OPPBIMDH_00559	CDS	603				hypothetical protein
OPPBIMDH_00560	CDS	369				hypothetical protein
OPPBIMDH_00561	CDS	3888	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
OPPBIMDH_00562	CDS	3432	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
OPPBIMDH_00563	CDS	387	rplL		COG0222	50S ribosomal protein L7/L12
OPPBIMDH_00564	CDS	546	rplJ		COG0244	50S ribosomal protein L10
OPPBIMDH_00565	CDS	690				hypothetical protein
OPPBIMDH_00566	CDS	888	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
OPPBIMDH_00567	CDS	717	rplA		COG0081	50S ribosomal protein L1
OPPBIMDH_00568	CDS	432	rplK		COG0080	50S ribosomal protein L11
OPPBIMDH_00569	CDS	723	nusG		COG0250	Transcription termination/antitermination protein NusG
OPPBIMDH_00570	CDS	393	secE			Protein translocase subunit SecE
OPPBIMDH_00571	tRNA	74				tRNA-Trp(cca)
OPPBIMDH_00572	CDS	393				hypothetical protein
OPPBIMDH_00573	CDS	447				hypothetical protein
OPPBIMDH_00574	CDS	168	rpmG2		COG0267	50S ribosomal protein L33 2
OPPBIMDH_00575	tRNA	74				tRNA-Met(cat)
OPPBIMDH_00576	tRNA	74				tRNA-Thr(ggt)
OPPBIMDH_00577	CDS	2523				hypothetical protein
OPPBIMDH_00578	CDS	138				hypothetical protein
OPPBIMDH_00579	CDS	585				hypothetical protein
OPPBIMDH_00580	CDS	1296				hypothetical protein
OPPBIMDH_00581	CDS	1767				hypothetical protein
OPPBIMDH_00582	CDS	696	gph_1	3.1.3.18		Phosphoglycolate phosphatase
OPPBIMDH_00583	CDS	894				hypothetical protein
OPPBIMDH_00584	CDS	246				hypothetical protein
OPPBIMDH_00585	CDS	375				hypothetical protein
OPPBIMDH_00586	CDS	810				hypothetical protein
OPPBIMDH_00587	CDS	432				hypothetical protein
OPPBIMDH_00588	CDS	171				hypothetical protein
OPPBIMDH_00589	CDS	2217				hypothetical protein
OPPBIMDH_00590	CDS	249				hypothetical protein
OPPBIMDH_00591	CDS	300				hypothetical protein
OPPBIMDH_00592	CDS	297				hypothetical protein
OPPBIMDH_00593	CDS	918				hypothetical protein
OPPBIMDH_00594	CDS	1572				hypothetical protein
OPPBIMDH_00595	CDS	258				hypothetical protein
OPPBIMDH_00596	CDS	204				hypothetical protein
OPPBIMDH_00597	CDS	1422				hypothetical protein
OPPBIMDH_00598	tRNA	84				tRNA-Tyr(gta)
OPPBIMDH_00599	CDS	495				hypothetical protein
OPPBIMDH_00600	CDS	444				hypothetical protein
OPPBIMDH_00601	CDS	507	sigW_1		COG1595	ECF RNA polymerase sigma factor SigW
OPPBIMDH_00602	CDS	516				hypothetical protein
OPPBIMDH_00603	CDS	1260				hypothetical protein
OPPBIMDH_00604	CDS	879	htpX_1	3.4.24.-	COG0501	Protease HtpX 
OPPBIMDH_00605	CDS	1467	ndhB_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
OPPBIMDH_00606	CDS	1506	ndhD1	7.1.1.-	COG1008	NAD(P)H-quinone oxidoreductase chain 4 1
OPPBIMDH_00607	CDS	1926	nuoL_1	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
OPPBIMDH_00608	CDS	381	ndhE	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 4L, chloroplastic
OPPBIMDH_00609	CDS	525				hypothetical protein
OPPBIMDH_00610	CDS	591	ndhI	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
OPPBIMDH_00611	CDS	423				hypothetical protein
OPPBIMDH_00612	CDS	1044	yqjG	1.8.5.7	COG0435	Glutathionyl-hydroquinone reductase YqjG
OPPBIMDH_00613	CDS	963	ndhA	7.1.1.-	COG1005	NAD(P)H-quinone oxidoreductase subunit 1
OPPBIMDH_00614	CDS	957	ndhJ	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit J, chloroplastic
OPPBIMDH_00615	CDS	1056	tdh_1	1.1.1.103	COG1063	L-threonine 3-dehydrogenase
OPPBIMDH_00616	CDS	1317				hypothetical protein
OPPBIMDH_00617	CDS	561	ndhK_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit K, chloroplastic
OPPBIMDH_00618	CDS	927				hypothetical protein
OPPBIMDH_00619	CDS	1578				hypothetical protein
OPPBIMDH_00620	CDS	1479				hypothetical protein
OPPBIMDH_00621	CDS	1413	yagG		COG2211	Putative glycoside/cation symporter YagG
OPPBIMDH_00622	CDS	315				hypothetical protein
OPPBIMDH_00623	CDS	165				hypothetical protein
OPPBIMDH_00624	CDS	1158	proB	2.7.2.11	COG0263	Glutamate 5-kinase
OPPBIMDH_00625	CDS	1242	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
OPPBIMDH_00626	CDS	1599				hypothetical protein
OPPBIMDH_00627	CDS	1182	moeZ		COG0476	putative adenylyltransferase/sulfurtransferase MoeZ
OPPBIMDH_00628	CDS	828				hypothetical protein
OPPBIMDH_00629	CDS	864				hypothetical protein
OPPBIMDH_00630	CDS	999	menH_2	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
OPPBIMDH_00631	CDS	2826				hypothetical protein
OPPBIMDH_00632	CDS	639				putative HTH-type transcriptional regulator
OPPBIMDH_00633	CDS	228				hypothetical protein
OPPBIMDH_00634	CDS	642				hypothetical protein
OPPBIMDH_00635	CDS	1659	cshA	3.6.4.13		DEAD-box ATP-dependent RNA helicase CshA
OPPBIMDH_00636	CDS	1149				hypothetical protein
OPPBIMDH_00637	CDS	426				hypothetical protein
OPPBIMDH_00638	CDS	393				hypothetical protein
OPPBIMDH_00639	CDS	1122				hypothetical protein
OPPBIMDH_00640	CDS	231				hypothetical protein
OPPBIMDH_00641	CDS	2118	rhlE_2	3.6.4.13		ATP-dependent RNA helicase RhlE
OPPBIMDH_00642	CDS	1824				hypothetical protein
OPPBIMDH_00643	CDS	825				hypothetical protein
OPPBIMDH_00644	CDS	1110				hypothetical protein
OPPBIMDH_00645	CDS	891	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
OPPBIMDH_00646	CDS	729	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
OPPBIMDH_00647	CDS	744	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
OPPBIMDH_00648	CDS	1203				hypothetical protein
OPPBIMDH_00649	CDS	246				hypothetical protein
OPPBIMDH_00650	CDS	303				hypothetical protein
OPPBIMDH_00651	CDS	228	nagR_1		COG2188	HTH-type transcriptional repressor NagR
OPPBIMDH_00652	CDS	1119	glpQ_1	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, periplasmic
OPPBIMDH_00653	CDS	1335	ktrB		COG0168	Ktr system potassium uptake protein B
OPPBIMDH_00654	CDS	669	ktrA		COG0569	Ktr system potassium uptake protein A
OPPBIMDH_00655	CDS	1620	pknD_2	2.7.11.1		Serine/threonine-protein kinase PknD
OPPBIMDH_00656	CDS	1557				hypothetical protein
OPPBIMDH_00657	CDS	1038				hypothetical protein
OPPBIMDH_00658	CDS	810	cysQ_1	3.1.3.7		3'(2'),5'-bisphosphate nucleotidase CysQ
OPPBIMDH_00659	CDS	453	rcp1_1			Response regulator rcp1
OPPBIMDH_00660	CDS	1833	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
OPPBIMDH_00661	CDS	1191				hypothetical protein
OPPBIMDH_00662	CDS	2379				hypothetical protein
OPPBIMDH_00663	CDS	711				hypothetical protein
OPPBIMDH_00664	CDS	255				hypothetical protein
OPPBIMDH_00665	CDS	363	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
OPPBIMDH_00666	CDS	771	ppgK	2.7.1.63	COG1940	Polyphosphate glucokinase
OPPBIMDH_00667	CDS	1638	ettA_2		COG0488	Energy-dependent translational throttle protein EttA
OPPBIMDH_00668	CDS	318				hypothetical protein
OPPBIMDH_00669	CDS	726				hypothetical protein
OPPBIMDH_00670	CDS	999	cytR_1		COG1609	HTH-type transcriptional repressor CytR
OPPBIMDH_00671	CDS	1536	abfA	3.2.1.55		Intracellular exo-alpha-(1->5)-L-arabinofuranosidase
OPPBIMDH_00672	CDS	420				IS110 family transposase ISSer1
OPPBIMDH_00673	CDS	543				hypothetical protein
OPPBIMDH_00674	CDS	2817				hypothetical protein
OPPBIMDH_00675	CDS	216				hypothetical protein
OPPBIMDH_00676	CDS	1236				hypothetical protein
OPPBIMDH_00677	CDS	1017				hypothetical protein
OPPBIMDH_00678	CDS	3273				hypothetical protein
OPPBIMDH_00679	CDS	708				hypothetical protein
OPPBIMDH_00680	CDS	984	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
OPPBIMDH_00681	CDS	1581	cysG_2	4.99.1.4		Siroheme synthase
OPPBIMDH_00682	CDS	987	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
OPPBIMDH_00683	CDS	1374	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
OPPBIMDH_00684	CDS	693	rex		COG2344	Redox-sensing transcriptional repressor Rex
OPPBIMDH_00685	CDS	1305				hypothetical protein
OPPBIMDH_00686	CDS	657	nreC_1		COG2197	Oxygen regulatory protein NreC
OPPBIMDH_00687	CDS	642				hypothetical protein
OPPBIMDH_00688	CDS	255			COG0526	putative protein
OPPBIMDH_00689	CDS	1677	lcfB_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
OPPBIMDH_00690	CDS	972				hypothetical protein
OPPBIMDH_00691	CDS	858				hypothetical protein
OPPBIMDH_00692	CDS	879	serB1	3.1.3.3	COG0560	Phosphoserine phosphatase SerB1
OPPBIMDH_00693	CDS	1191				hypothetical protein
OPPBIMDH_00694	CDS	1074			COG0451	putative protein
OPPBIMDH_00695	CDS	102				hypothetical protein
OPPBIMDH_00696	CDS	210				Putative DNA-binding proteinA
OPPBIMDH_00697	CDS	1185	macB_1	3.6.3.-		Macrolide export ATP-binding/permease protein MacB
OPPBIMDH_00698	CDS	855	btuD_5	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
OPPBIMDH_00699	CDS	1398	mdtA			Multidrug resistance protein MdtA
OPPBIMDH_00700	CDS	1584				hypothetical protein
OPPBIMDH_00701	CDS	336				hypothetical protein
OPPBIMDH_00702	CDS	570				hypothetical protein
OPPBIMDH_00703	CDS	792	menH_3	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
OPPBIMDH_00704	CDS	405	yycE			putative protein YycE
OPPBIMDH_00705	CDS	921	fadM	1.5.5.2	COG0506	Proline dehydrogenase 1
OPPBIMDH_00706	CDS	234				hypothetical protein
OPPBIMDH_00707	CDS	1167	ygiC	6.3.1.-	COG0754	Putative acid--amine ligase YgiC
OPPBIMDH_00708	CDS	567				hypothetical protein
OPPBIMDH_00709	CDS	789			COG1082	putative protein
OPPBIMDH_00710	CDS	945	ppx1	3.6.1.11	COG0248	Exopolyphosphatase 1
OPPBIMDH_00711	CDS	783				putative protein
OPPBIMDH_00712	CDS	579				hypothetical protein
OPPBIMDH_00713	CDS	654				hypothetical protein
OPPBIMDH_00714	CDS	579				hypothetical protein
OPPBIMDH_00715	CDS	264				hypothetical protein
OPPBIMDH_00716	CDS	669	regX3_1		COG0745	Sensory transduction protein regX3
OPPBIMDH_00717	CDS	1281	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
OPPBIMDH_00718	CDS	645	phoU2		COG0704	Phosphate-specific transport system accessory protein PhoU 
OPPBIMDH_00719	CDS	234				hypothetical protein
OPPBIMDH_00720	CDS	768	gpmA_1	5.4.2.11	COG0588	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
OPPBIMDH_00721	CDS	1326	mdtH			Multidrug resistance protein MdtH
OPPBIMDH_00722	CDS	1251				hypothetical protein
OPPBIMDH_00723	CDS	1038				hypothetical protein
OPPBIMDH_00724	CDS	534				hypothetical protein
OPPBIMDH_00725	CDS	1362	mshA_3	2.4.1.250	COG0438	D-inositol 3-phosphate glycosyltransferase
OPPBIMDH_00726	CDS	765		1.-.-.-	COG4221	putative oxidoreductase
OPPBIMDH_00727	CDS	783				hypothetical protein
OPPBIMDH_00728	CDS	1092	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
