locus_tag	ftype	length_bp	gene	EC_number	COG	product
ONHDLDEL_00447	CDS	303				hypothetical protein
ONHDLDEL_00448	CDS	138		3.1.1.3		Lipase 1
ONHDLDEL_00449	CDS	264				hypothetical protein
ONHDLDEL_00450	CDS	1209				hypothetical protein
ONHDLDEL_00451	CDS	279	gltB_1	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
ONHDLDEL_00452	CDS	135				hypothetical protein
ONHDLDEL_00453	CDS	1044	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
ONHDLDEL_00454	CDS	135				hypothetical protein
ONHDLDEL_00455	CDS	393	gltB_2	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
ONHDLDEL_00456	CDS	126				hypothetical protein
ONHDLDEL_00457	CDS	177				hypothetical protein
ONHDLDEL_00458	CDS	564	gltB_3	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
ONHDLDEL_00459	CDS	207				hypothetical protein
ONHDLDEL_00460	CDS	360				hypothetical protein
ONHDLDEL_00461	CDS	1263	gltB_4	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
ONHDLDEL_00462	CDS	261	gltB_5	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
ONHDLDEL_00463	CDS	132				hypothetical protein
ONHDLDEL_00464	CDS	267				hypothetical protein
ONHDLDEL_00465	CDS	843				hypothetical protein
ONHDLDEL_00466	CDS	684				hypothetical protein
ONHDLDEL_00467	CDS	534	hpxO	1.14.13.113	COG0654	FAD-dependent urate hydroxylase
ONHDLDEL_00468	CDS	333	lgt_1	2.5.1.145		Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
ONHDLDEL_00469	CDS	663	lgt_2	2.5.1.145		Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
ONHDLDEL_00470	CDS	810				hypothetical protein
ONHDLDEL_00471	CDS	516	trpA_1	4.2.1.20		Tryptophan synthase alpha chain
ONHDLDEL_00472	CDS	357	trpA_2	4.2.1.20	COG0159	Tryptophan synthase alpha chain
ONHDLDEL_00473	CDS	711	trpB_1	4.2.1.20	COG0133	Tryptophan synthase beta chain
ONHDLDEL_00474	CDS	549	trpB_2	4.2.1.20	COG0133	Tryptophan synthase beta chain
ONHDLDEL_00475	CDS	801	trpC	4.1.1.48	COG0134	Indole-3-glycerol phosphate synthase
ONHDLDEL_00476	CDS	201				hypothetical protein
ONHDLDEL_00477	CDS	555				hypothetical protein
ONHDLDEL_00478	CDS	2877	menF	5.4.4.2		Isochorismate synthase MenF
ONHDLDEL_00479	CDS	363			COG0789	putative HTH-type transcriptional regulator
ONHDLDEL_00480	CDS	207				hypothetical protein
ONHDLDEL_00481	CDS	1002				hypothetical protein
ONHDLDEL_00482	CDS	606				hypothetical protein
ONHDLDEL_00483	CDS	576	rpsD			30S ribosomal protein S4
ONHDLDEL_00484	CDS	948		3.6.3.-	COG1132	Multidrug efflux ATP-binding/permease protein
ONHDLDEL_00485	CDS	267				hypothetical protein
ONHDLDEL_00486	CDS	261				hypothetical protein
ONHDLDEL_00487	CDS	324	bmrA_1	3.6.3.-	COG1132	Multidrug resistance ABC transporter ATP-binding/permease protein BmrA
ONHDLDEL_00488	CDS	132				hypothetical protein
ONHDLDEL_00489	CDS	597		3.6.3.-	COG1132	Multidrug efflux ATP-binding/permease protein
ONHDLDEL_00490	CDS	477				hypothetical protein
ONHDLDEL_00491	CDS	660				hypothetical protein
ONHDLDEL_00492	CDS	582	penA	4.2.3.7		Pentalenene synthase
ONHDLDEL_00493	CDS	351				hypothetical protein
ONHDLDEL_00494	CDS	309				hypothetical protein
ONHDLDEL_00495	CDS	249				hypothetical protein
ONHDLDEL_00496	CDS	273				hypothetical protein
ONHDLDEL_00497	CDS	441		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
ONHDLDEL_00498	CDS	663				hypothetical protein
ONHDLDEL_00499	CDS	774				hypothetical protein
ONHDLDEL_00500	CDS	612	norG		COG1167	HTH-type transcriptional regulator NorG
ONHDLDEL_00501	CDS	528				hypothetical protein
ONHDLDEL_00502	CDS	216				hypothetical protein
ONHDLDEL_00503	CDS	318				hypothetical protein
ONHDLDEL_00504	CDS	411				hypothetical protein
ONHDLDEL_00505	CDS	90				hypothetical protein
ONHDLDEL_00506	CDS	528	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
ONHDLDEL_00507	CDS	102				hypothetical protein
ONHDLDEL_00508	CDS	174				hypothetical protein
ONHDLDEL_00509	CDS	219	curA	1.3.1.-	COG2130	NADPH-dependent curcumin reductase
ONHDLDEL_00510	CDS	525	yfmJ	1.-.-.-	COG2130	Putative NADP-dependent oxidoreductase YfmJ
ONHDLDEL_00511	CDS	237	ohrB		COG1764	Organic hydroperoxide resistance protein OhrB
ONHDLDEL_00512	CDS	174				hypothetical protein
ONHDLDEL_00513	CDS	243				hypothetical protein
ONHDLDEL_00514	CDS	477				hypothetical protein
ONHDLDEL_00515	CDS	705	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
ONHDLDEL_00516	CDS	267	hisH	4.3.2.10		Imidazole glycerol phosphate synthase subunit HisH
ONHDLDEL_00517	CDS	333				hypothetical protein
ONHDLDEL_00518	CDS	168				hypothetical protein
ONHDLDEL_00519	CDS	531	hisB	4.2.1.19	COG0131	Imidazoleglycerol-phosphate dehydratase
ONHDLDEL_00520	CDS	684	hisC_1	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
ONHDLDEL_00521	CDS	90				hypothetical protein
ONHDLDEL_00522	CDS	1137	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
ONHDLDEL_00523	CDS	210				hypothetical protein
ONHDLDEL_00524	CDS	279				hypothetical protein
ONHDLDEL_00525	CDS	537				hypothetical protein
ONHDLDEL_00526	CDS	756				hypothetical protein
ONHDLDEL_00527	CDS	168				hypothetical protein
ONHDLDEL_00528	CDS	921				hypothetical protein
ONHDLDEL_00529	CDS	438				hypothetical protein
ONHDLDEL_00530	CDS	243		5.4.99.-	COG0564	putative RNA pseudouridine synthase
ONHDLDEL_00531	CDS	147				hypothetical protein
ONHDLDEL_00532	CDS	111				hypothetical protein
ONHDLDEL_00533	CDS	342				hypothetical protein
ONHDLDEL_00534	CDS	693				hypothetical protein
ONHDLDEL_00535	CDS	237				hypothetical protein
ONHDLDEL_00536	CDS	207				hypothetical protein
ONHDLDEL_00537	CDS	309				hypothetical protein
ONHDLDEL_00538	CDS	168				hypothetical protein
ONHDLDEL_00539	CDS	564				hypothetical protein
ONHDLDEL_00540	CDS	339				hypothetical protein
ONHDLDEL_00541	CDS	480				hypothetical protein
ONHDLDEL_00542	CDS	93				hypothetical protein
ONHDLDEL_00543	CDS	96				hypothetical protein
ONHDLDEL_00544	CDS	204				hypothetical protein
ONHDLDEL_00545	CDS	507				hypothetical protein
ONHDLDEL_00546	CDS	252			COG0325	Pyridoxal phosphate homeostasis protein
ONHDLDEL_00547	CDS	540	PROSC			Pyridoxal phosphate homeostasis protein
ONHDLDEL_00548	CDS	99				hypothetical protein
ONHDLDEL_00549	CDS	1020	ftsZ		COG0206	Cell division protein FtsZ
ONHDLDEL_00550	CDS	366	ftsQ		COG1589	Cell division protein FtsQ
ONHDLDEL_00551	CDS	1905	murC	6.3.2.8		UDP-N-acetylmuramate--L-alanine ligase
ONHDLDEL_00552	CDS	285	murG_1	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
ONHDLDEL_00553	CDS	237	murG_2	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
ONHDLDEL_00554	CDS	231				hypothetical protein
ONHDLDEL_00555	CDS	840	ftsW	2.4.1.129		peptidoglycan glycosyltransferase FtsW
ONHDLDEL_00556	CDS	357				hypothetical protein
ONHDLDEL_00557	CDS	210				hypothetical protein
ONHDLDEL_00558	CDS	1281	mraY_1	2.7.8.13		Phospho-N-acetylmuramoyl-pentapeptide-transferase
ONHDLDEL_00559	CDS	99				hypothetical protein
ONHDLDEL_00560	CDS	366	murF_1	6.3.2.10		UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
ONHDLDEL_00561	CDS	141				hypothetical protein
ONHDLDEL_00562	CDS	612	murF_2	6.3.2.10		UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
ONHDLDEL_00563	CDS	372	murE_1	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
ONHDLDEL_00564	CDS	225	murE_2	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
ONHDLDEL_00565	CDS	156				hypothetical protein
ONHDLDEL_00566	CDS	351	murE_3	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
ONHDLDEL_00567	CDS	291	ftsI_1	3.4.16.4		Peptidoglycan D,D-transpeptidase FtsI
ONHDLDEL_00568	CDS	486	pbpB		COG0768	Penicillin-binding protein PbpB
ONHDLDEL_00569	CDS	582	ftsI_2	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
ONHDLDEL_00570	CDS	483				hypothetical protein
ONHDLDEL_00571	CDS	333				hypothetical protein
ONHDLDEL_00572	CDS	687	rsmH_1	2.1.1.199		Ribosomal RNA small subunit methyltransferase H
ONHDLDEL_00573	CDS	483	rsmH_2	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
ONHDLDEL_00574	CDS	579				hypothetical protein
ONHDLDEL_00575	CDS	234				hypothetical protein
ONHDLDEL_00576	CDS	534	murT	6.3.5.13		Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT
ONHDLDEL_00577	CDS	1311	gatD	3.5.1.2		Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD
ONHDLDEL_00578	CDS	99				hypothetical protein
ONHDLDEL_00579	CDS	1020	leuS_1	6.1.1.4	COG0495	Leucine--tRNA ligase
ONHDLDEL_00580	CDS	1329	leuS_2	6.1.1.4	COG0495	Leucine--tRNA ligase
ONHDLDEL_00581	CDS	165				hypothetical protein
ONHDLDEL_00582	CDS	1056				hypothetical protein
ONHDLDEL_00583	CDS	666				hypothetical protein
ONHDLDEL_00584	CDS	495				hypothetical protein
ONHDLDEL_00585	CDS	1029				hypothetical protein
ONHDLDEL_00586	CDS	540				hypothetical protein
ONHDLDEL_00587	CDS	669				hypothetical protein
ONHDLDEL_00588	CDS	1038				hypothetical protein
ONHDLDEL_00589	CDS	243				hypothetical protein
ONHDLDEL_00590	CDS	249	dinB_1	2.7.7.7		DNA polymerase IV
ONHDLDEL_00591	CDS	132				hypothetical protein
ONHDLDEL_00592	CDS	582				hypothetical protein
ONHDLDEL_00593	CDS	189				hypothetical protein
ONHDLDEL_00594	CDS	363	cmoM	2.1.1.-	COG0500	tRNA 5-carboxymethoxyuridine methyltransferase
ONHDLDEL_00595	CDS	180				hypothetical protein
ONHDLDEL_00596	CDS	1347	dnaE2_1	2.7.7.7	COG0587	Error-prone DNA polymerase
ONHDLDEL_00597	tRNA	80				tRNA-Arg(gcg)
ONHDLDEL_00598	CDS	612				hypothetical protein
ONHDLDEL_00599	CDS	1005	dinB_2	2.7.7.7		DNA polymerase IV
ONHDLDEL_00600	CDS	624				hypothetical protein
ONHDLDEL_00601	CDS	501				hypothetical protein
ONHDLDEL_00602	CDS	210				hypothetical protein
ONHDLDEL_00603	CDS	1758				hypothetical protein
ONHDLDEL_00604	CDS	1566				hypothetical protein
ONHDLDEL_00605	CDS	198				hypothetical protein
ONHDLDEL_00606	CDS	555				hypothetical protein
ONHDLDEL_00607	CDS	309				hypothetical protein
ONHDLDEL_00608	CDS	375				hypothetical protein
ONHDLDEL_00609	CDS	336				hypothetical protein
ONHDLDEL_00610	CDS	141				hypothetical protein
ONHDLDEL_00611	CDS	276				hypothetical protein
ONHDLDEL_00612	CDS	99				hypothetical protein
ONHDLDEL_00613	CDS	711	crtNb	1.14.99.44		4,4'-diapolycopene oxygenase
ONHDLDEL_00614	CDS	651				hypothetical protein
ONHDLDEL_00615	CDS	639				hypothetical protein
ONHDLDEL_00616	CDS	300				hypothetical protein
ONHDLDEL_00617	CDS	189	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
ONHDLDEL_00618	CDS	219				hypothetical protein
ONHDLDEL_00619	CDS	663				hypothetical protein
ONHDLDEL_00620	CDS	1080				hypothetical protein
ONHDLDEL_00621	CDS	234				hypothetical protein
ONHDLDEL_00622	CDS	294				hypothetical protein
ONHDLDEL_00623	CDS	351				hypothetical protein
ONHDLDEL_00624	CDS	186				hypothetical protein
ONHDLDEL_00625	CDS	255				hypothetical protein
ONHDLDEL_00626	CDS	570	spk1	2.7.11.1		Serine/threonine-protein kinase PK-1
ONHDLDEL_00627	CDS	162				hypothetical protein
ONHDLDEL_00628	CDS	402	nfo	3.1.21.2	COG0648	Endonuclease 4
ONHDLDEL_00629	CDS	102				hypothetical protein
ONHDLDEL_00630	CDS	990	ltaA	4.1.2.49		L-allo-threonine aldolase
ONHDLDEL_00631	CDS	1437	aroG_1	2.5.1.54	COG3200	Phospho-2-dehydro-3-deoxyheptonate aldolase AroG
ONHDLDEL_00632	CDS	459				hypothetical protein
ONHDLDEL_00633	CDS	1380				hypothetical protein
ONHDLDEL_00634	CDS	399				hypothetical protein
ONHDLDEL_00635	CDS	168				hypothetical protein
ONHDLDEL_00636	CDS	507	btuE	1.11.1.15		Thioredoxin/glutathione peroxidase BtuE
ONHDLDEL_00637	CDS	855				hypothetical protein
ONHDLDEL_00638	CDS	585				hypothetical protein
ONHDLDEL_00639	CDS	468				hypothetical protein
ONHDLDEL_00640	CDS	135				hypothetical protein
ONHDLDEL_00641	CDS	255				hypothetical protein
ONHDLDEL_00642	CDS	261				hypothetical protein
ONHDLDEL_00643	CDS	1074				hypothetical protein
ONHDLDEL_00644	CDS	354	rutB	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
ONHDLDEL_00645	CDS	321				hypothetical protein
ONHDLDEL_00646	CDS	924				hypothetical protein
ONHDLDEL_00647	CDS	1071			COG4413	Urea transporter
ONHDLDEL_00648	CDS	918	ureD			Urease accessory protein UreD
ONHDLDEL_00649	CDS	630	ureG		COG0378	Urease accessory protein UreG
ONHDLDEL_00650	CDS	504	ureF_1			Urease accessory protein UreF
ONHDLDEL_00651	CDS	174	ureF_2			Urease accessory protein UreF
ONHDLDEL_00652	CDS	270				hypothetical protein
ONHDLDEL_00653	CDS	300	ureE			Urease accessory protein UreE
ONHDLDEL_00654	CDS	834	ureC_1	3.5.1.5		Urease subunit alpha
ONHDLDEL_00655	CDS	555	ureC_2	3.5.1.5		Urease subunit alpha
ONHDLDEL_00656	CDS	300	ureC_3	3.5.1.5	COG0804	Urease subunit alpha
ONHDLDEL_00657	CDS	618	ureB	3.5.1.5		Urease subunit beta
ONHDLDEL_00658	CDS	303	ureA2	3.5.1.5		Urease subunit gamma 2
ONHDLDEL_00659	CDS	1416	araE		COG0477	Arabinose-proton symporter
ONHDLDEL_00660	CDS	672				hypothetical protein
ONHDLDEL_00661	CDS	672	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
ONHDLDEL_00662	CDS	108	pfp_1	2.7.1.90		Pyrophosphate--fructose 6-phosphate 1-phosphotransferase
ONHDLDEL_00663	CDS	996	pfp_2	2.7.1.90		Pyrophosphate--fructose 6-phosphate 1-phosphotransferase
ONHDLDEL_00664	CDS	510				hypothetical protein
ONHDLDEL_00665	CDS	504		3.1.13.-		3'-5' exoribonuclease
ONHDLDEL_00666	CDS	444	crp_1		COG0664	CRP-like cAMP-activated global transcriptional regulator
ONHDLDEL_00667	CDS	243				hypothetical protein
ONHDLDEL_00668	CDS	3141				hypothetical protein
ONHDLDEL_00669	CDS	159				hypothetical protein
ONHDLDEL_00670	CDS	696	plsC	2.3.1.-	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
ONHDLDEL_00671	CDS	663				hypothetical protein
ONHDLDEL_00672	CDS	207	otsA_1	2.4.1.15	COG0380	Trehalose-6-phosphate synthase
ONHDLDEL_00673	CDS	588	otsA_2	2.4.1.15	COG0380	Trehalose-6-phosphate synthase
ONHDLDEL_00674	CDS	627	otsA_3	2.4.1.15	COG0380	Trehalose-6-phosphate synthase
ONHDLDEL_00675	CDS	549				hypothetical protein
ONHDLDEL_00676	CDS	213				hypothetical protein
ONHDLDEL_00677	CDS	1533				hypothetical protein
ONHDLDEL_00678	CDS	129				hypothetical protein
ONHDLDEL_00679	CDS	93				hypothetical protein
ONHDLDEL_00680	CDS	399				hypothetical protein
ONHDLDEL_00681	CDS	111				hypothetical protein
ONHDLDEL_00682	CDS	294	glkA_1	2.7.1.2		Glucokinase
ONHDLDEL_00683	CDS	660	glkA_2	2.7.1.2		Glucokinase
ONHDLDEL_00684	CDS	339				hypothetical protein
ONHDLDEL_00685	CDS	213				hypothetical protein
ONHDLDEL_00686	CDS	135				hypothetical protein
ONHDLDEL_00687	CDS	252				hypothetical protein
ONHDLDEL_00688	CDS	1167		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
ONHDLDEL_00689	CDS	270				hypothetical protein
ONHDLDEL_00690	CDS	1899	cheB_1	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
ONHDLDEL_00691	CDS	552				hypothetical protein
ONHDLDEL_00692	CDS	729				hypothetical protein
ONHDLDEL_00693	CDS	342				hypothetical protein
ONHDLDEL_00694	CDS	351	dosP	3.1.4.52	COG2199	Oxygen sensor protein DosP
ONHDLDEL_00695	CDS	1317	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
ONHDLDEL_00696	CDS	780	htpX_1	3.4.24.-		Protease HtpX
ONHDLDEL_00697	CDS	237				hypothetical protein
ONHDLDEL_00698	CDS	189				hypothetical protein
ONHDLDEL_00699	CDS	390				hypothetical protein
ONHDLDEL_00700	CDS	231				hypothetical protein
ONHDLDEL_00701	CDS	321				hypothetical protein
ONHDLDEL_00702	CDS	123				hypothetical protein
ONHDLDEL_00703	CDS	477		3.1.-.-	COG0322	Putative bifunctional exonuclease/endonuclease protein
ONHDLDEL_00704	CDS	480				hypothetical protein
ONHDLDEL_00705	CDS	1062	relA_1		COG0317	Bifunctional (p)ppGpp synthase/hydrolase RelA
ONHDLDEL_00706	CDS	549	relA_2		COG0317	Bifunctional (p)ppGpp synthase/hydrolase RelA
ONHDLDEL_00707	CDS	291				hypothetical protein
ONHDLDEL_00708	CDS	378				hypothetical protein
ONHDLDEL_00709	CDS	288				hypothetical protein
ONHDLDEL_00710	CDS	228				hypothetical protein
ONHDLDEL_00711	CDS	990	qcrB_1	7.1.1.8	COG1290	Cytochrome bc1 complex cytochrome b subunit
ONHDLDEL_00712	CDS	411	qcrB_2	7.1.1.8	COG1290	Cytochrome bc1 complex cytochrome b subunit
ONHDLDEL_00713	CDS	957				hypothetical protein
ONHDLDEL_00714	CDS	114				hypothetical protein
ONHDLDEL_00715	CDS	684				hypothetical protein
ONHDLDEL_00716	CDS	183				hypothetical protein
ONHDLDEL_00717	CDS	582				hypothetical protein
ONHDLDEL_00718	CDS	492			COG3336	putative protein
ONHDLDEL_00719	CDS	486			COG3336	putative protein
ONHDLDEL_00720	CDS	627				hypothetical protein
ONHDLDEL_00721	CDS	615	trpD	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
ONHDLDEL_00722	CDS	138				hypothetical protein
ONHDLDEL_00723	CDS	312	ctaF	1.9.3.1		Cytochrome c oxidase polypeptide 4
ONHDLDEL_00724	CDS	555	ctaC	1.9.3.1	COG1622	Cytochrome c oxidase subunit 2
ONHDLDEL_00725	CDS	726	egtE_1	4.4.-.-		hercynylcysteine sulfoxide lyase
ONHDLDEL_00726	CDS	666	iscS_1	2.8.1.7		Cysteine desulfurase IscS
ONHDLDEL_00727	CDS	225				hypothetical protein
ONHDLDEL_00728	CDS	351				hypothetical protein
ONHDLDEL_00729	CDS	399	adoK_1	2.7.1.20	COG0524	Adenosine kinase
ONHDLDEL_00730	CDS	450	adoK_2	2.7.1.20	COG0524	Adenosine kinase
ONHDLDEL_00731	CDS	369				Protein
ONHDLDEL_00732	CDS	1080				hypothetical protein
ONHDLDEL_00733	CDS	270	nadA_1	2.5.1.72		Quinolinate synthase A
ONHDLDEL_00734	CDS	465	nadA_2	2.5.1.72		Quinolinate synthase A
ONHDLDEL_00735	CDS	420	nadA_3	2.5.1.72		Quinolinate synthase A
ONHDLDEL_00736	CDS	1215	murAA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
ONHDLDEL_00737	CDS	234				hypothetical protein
ONHDLDEL_00738	CDS	396				hypothetical protein
ONHDLDEL_00739	CDS	714				hypothetical protein
ONHDLDEL_00740	CDS	246				hypothetical protein
ONHDLDEL_00741	CDS	741	rbbA		COG0842	Ribosome-associated ATPase
ONHDLDEL_00742	CDS	438				hypothetical protein
ONHDLDEL_00743	CDS	393				hypothetical protein
ONHDLDEL_00744	CDS	585				hypothetical protein
ONHDLDEL_00745	CDS	252				hypothetical protein
ONHDLDEL_00746	CDS	351				hypothetical protein
ONHDLDEL_00747	CDS	2331				hypothetical protein
ONHDLDEL_00748	CDS	951				hypothetical protein
ONHDLDEL_00749	CDS	903				hypothetical protein
ONHDLDEL_00750	CDS	633				hypothetical protein
ONHDLDEL_00751	CDS	303				hypothetical protein
ONHDLDEL_00752	CDS	375				hypothetical protein
ONHDLDEL_00753	CDS	297				hypothetical protein
ONHDLDEL_00754	CDS	486				hypothetical protein
ONHDLDEL_00755	CDS	129				hypothetical protein
ONHDLDEL_00756	CDS	96				hypothetical protein
ONHDLDEL_00757	CDS	189				hypothetical protein
ONHDLDEL_00758	CDS	309				hypothetical protein
ONHDLDEL_00759	CDS	1770	cobT_1	2.4.2.21		Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
ONHDLDEL_00760	CDS	942	cobS	2.7.8.26		Adenosylcobinamide-GDP ribazoletransferase
ONHDLDEL_00761	CDS	90				hypothetical protein
ONHDLDEL_00762	CDS	501				hypothetical protein
ONHDLDEL_00763	CDS	216				hypothetical protein
ONHDLDEL_00764	CDS	651				hypothetical protein
ONHDLDEL_00765	CDS	210				hypothetical protein
ONHDLDEL_00766	CDS	876	gcvT_1	2.1.2.10		Aminomethyltransferase
ONHDLDEL_00767	CDS	282	pepA_1	3.4.11.10		cytosol aminopeptidase
ONHDLDEL_00768	CDS	777	pepA_2	3.4.11.1	COG0260	putative cytosol aminopeptidase
ONHDLDEL_00769	CDS	648				hypothetical protein
ONHDLDEL_00770	CDS	108				hypothetical protein
ONHDLDEL_00771	CDS	471	lpd	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
ONHDLDEL_00772	CDS	324	sthA_1	1.6.1.1		Soluble pyridine nucleotide transhydrogenase
ONHDLDEL_00773	CDS	120				hypothetical protein
ONHDLDEL_00774	CDS	261				hypothetical protein
ONHDLDEL_00775	CDS	519				hypothetical protein
ONHDLDEL_00776	CDS	846	dlaT	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
ONHDLDEL_00777	CDS	441				hypothetical protein
ONHDLDEL_00778	CDS	906				hypothetical protein
ONHDLDEL_00779	CDS	258				hypothetical protein
ONHDLDEL_00780	CDS	366				hypothetical protein
ONHDLDEL_00781	CDS	159				hypothetical protein
ONHDLDEL_00782	CDS	237				hypothetical protein
ONHDLDEL_00783	CDS	915				hypothetical protein
ONHDLDEL_00784	CDS	240				hypothetical protein
ONHDLDEL_00785	CDS	237				hypothetical protein
ONHDLDEL_00786	CDS	438				hypothetical protein
ONHDLDEL_00787	CDS	681				hypothetical protein
ONHDLDEL_00788	CDS	186				hypothetical protein
ONHDLDEL_00789	CDS	126				hypothetical protein
ONHDLDEL_00790	CDS	300			COG1090	Epimerase family protein
ONHDLDEL_00791	CDS	93				hypothetical protein
ONHDLDEL_00792	CDS	1032				hypothetical protein
ONHDLDEL_00793	CDS	147				hypothetical protein
ONHDLDEL_00794	CDS	297				hypothetical protein
ONHDLDEL_00795	CDS	1551				hypothetical protein
ONHDLDEL_00796	CDS	642	lipB	2.3.1.181	COG0321	Octanoyltransferase
ONHDLDEL_00797	CDS	327				hypothetical protein
ONHDLDEL_00798	CDS	381	aspS_1	6.1.1.12		Aspartate--tRNA(Asp) ligase
ONHDLDEL_00799	CDS	930	aspS_2	6.1.1.12		Aspartate--tRNA(Asp) ligase
ONHDLDEL_00800	CDS	594	LIAS	2.8.1.8		Lipoyl synthase, organellar chromatophore
ONHDLDEL_00801	CDS	168	lipA	2.8.1.8	COG0320	Lipoyl synthase
ONHDLDEL_00802	CDS	450				hypothetical protein
ONHDLDEL_00803	CDS	378				hypothetical protein
ONHDLDEL_00804	CDS	144				hypothetical protein
ONHDLDEL_00805	CDS	387				hypothetical protein
ONHDLDEL_00806	CDS	642				hypothetical protein
